"Operation Index","Operation Name","Latency","Priority"
0,"u3 (109E54F)","00:00:00.0010000","8"
1,"u3 (1590FCD)","00:00:00.0010000","7"
2,"u3 (218E39)","00:00:00.0010000","7"
3,"cx (12E0004)","00:00:00.0020000","6"
4,"u3 (29E0027)","00:00:00.0010000","4"
5,"measurement (38E0163)","00:00:00.0030000","3"
