"Operation Index","Operation Name","Latency","Priority"
0,"barrier (318C2AC)","00:00:00.0010000","6"
1,"u3 (3DED812)","00:00:00.0010000","5"
2,"barrier (2D598A3)","00:00:00.0010000","4"
3,"measurement (1825DC2)","00:00:00.0030000","3"
