"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27"
"0","q0::u3 (1E14814)","q0::barrier (47CE7A)","q0::u3 (286424B)","q0::cx (7AF9C6)","q0::u3 (52C7FA)","q0::cx (2E907D2)","q0::u3 (2314666)","q0::cx (25178BB)","q0::u3 (DD3E99)","q0::cx (3C73369)","q0::u3 (200CEB2)","q0::swap (5E8A8F)","q2::cx (15EBAB2)","q2::u3 (549043)","q2::cx (2F91261)",,"q2::swap (352DF0C)",,,,,,,,,"q0::u3 (2C1A56C)","q0::measurement (1043681)"
"1",,"q2::barrier (47CE7A)","q2::u3 (2B854A4)","q2::cx* (7AF9C6)",,"q2::cx* (2E907D2)",,,,,"q2::u3 (3BB7996)","q2::swap (5E8A8F)","q0::cx (241667F)","q0::u3 (4C9A7D)","q0::cx (2B16E69)","q0::u3 (3CE1B4)","q0::swap (352DF0C)","q2::cx (3455735)","q2::u3 (17010DD)","q2::cx (F097C6)",,"q2::swap (1E9D76C)",,,,"q3::u3 (7555F9)","q3::measurement (1043681)"
"2","q1::u3 (EB88B8)","q1::barrier (47CE7A)",,,,,"q1::u3 (197464D)","q1::cx* (25178BB)",,"q1::cx* (3C73369)","q1::u3 (2074447)",,"q1::cx* (241667F)",,"q1::cx* (2B16E69)",,,,,,"q1::u3 (223EF57)",,"q1::cx (120340A)","q1::u3 (221D462)","q1::cx (3307778)","q1::u3 (B4333D)","q1::measurement (1043681)"
"3",,"q3::barrier (47CE7A)",,,,,,,,,"q3::u3 (3436A13)",,"q3::cx* (15EBAB2)",,"q3::cx* (2F91261)","q3::u3 (CED0CD)",,"q3::cx* (3455735)",,"q3::cx* (F097C6)","q3::u3 (2005C8)","q3::swap (1E9D76C)","q2::cx* (120340A)",,"q2::cx* (3307778)","q2::u3 (255CD2A)","q2::measurement (1043681)"
"4"
"5"
