Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:09.8379158, 00:00:09.7747763, 00:00:00.0060559
1.1, 1.1 Superdense coding of 0, 00:01:15.5396847, 00:01:15.5244625, 00:00:00.0013301
1.2, 1.2 Superdense coding of 1, 00:01:15.1506015, 00:01:15.0865941, 00:00:00.0061145
1.3, 1.3 Superdense coding of 2, 00:01:14.1547244, 00:01:14.1423158, 00:00:00.0011047
1.4, 1.4 Superdense coding of 3, 00:01:15.3092982, 00:01:15.2654262, 00:00:00.0042558
1.5, 1.5 Deutsch Algorithm Constant True, 00:01:13.4182125, 00:01:13.4048146, 00:00:00.0011571
1.6, 1.6 Deutsch Algorithm Constant False, 00:01:21.5127619, 00:01:21.4356966, 00:00:00.0075687
1.7, 1.7 Deutsch Algorithm Identity, 00:01:20.1002991, 00:01:20.0549169, 00:00:00.0043792
1.8, 1.8 Deutsch Algorithm Inversion, 00:01:26.5767478, 00:01:26.5320768, 00:00:00.0043465
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:09.5858033, 00:00:09.5696547, 00:00:00.0015181
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:09.1211750, 00:00:09.1045470, 00:00:00.0015699
1.11, 1.11 Simons Algorithm for 11, 00:00:08.9215641, 00:00:08.9029512, 00:00:00.0017546
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:18.7977195, 00:00:18.7845446, 00:00:00.0012204
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:12.9515880, 00:00:12.9266881, 00:00:00.0023919
1.19, 1.19 bernstein-vazirani, 00:00:18.9204796, 00:00:18.8990460, 00:00:00.0020376
1.21, 1.21 Deutsch_Algorithm, 00:01:14.3542657, 00:01:14.3355797, 00:00:00.0016865
1.22, 1.22 inverseqft1, 00:01:24.8114040, 00:01:24.7965316, 00:00:00.0013591
1.23, 1.23 inverseqft2, 00:01:20.4947603, 00:01:20.4817534, 00:00:00.0011983
1.25, 1.25 iswap, 00:01:30.7121812, 00:01:30.6983276, 00:00:00.0012975
1.27, 1.27 qec, 00:00:09.5552064, 00:00:09.5393043, 00:00:00.0015318
1.28, 1.28 qe_qft_3, 00:00:21.2460924, 00:00:21.2330359, 00:00:00.0012117
1.31, 1.31 qft, 00:00:10.5068568, 00:00:10.4784846, 00:00:00.0027135
1.32, 1.32 qpt, 00:01:34.0676633, 00:01:34.0530982, 00:00:00.0013161
1.33, 1.33 rb, 00:01:33.1668184, 00:01:33.1531653, 00:00:00.0012828
1.34, 1.34 teleport, 00:01:15.5890521, 00:01:15.5744064, 00:00:00.0013705
1.35, 1.35 teleportv2, 00:01:13.9863857, 00:01:13.9711901, 00:00:00.0014310
1.36, 1.36 W-state, 00:00:18.1416251, 00:00:18.1234635, 00:00:00.0017273
1.37, 1.37 W3test, 00:00:17.9240041, 00:00:17.9121432, 00:00:00.0010984
