"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2E4C98E)","00:00:00.0010000","18"
1,"barrier (20B1601)","00:00:00.0010000","17"
2,"u3 (263C60A)","00:00:00.0010000","16"
3,"cx (181F65A)","00:00:00.0020000","15"
4,"u3 (191A92A)","00:00:00.0010000","13"
5,"barrier (21EF27B)","00:00:00.0010000","12"
6,"u3 (3168656)","00:00:00.0010000","11"
7,"u3 (3CAB90D)","00:00:00.0010000","11"
8,"cx (2208177)","00:00:00.0020000","10"
9,"u3 (3248D37)","00:00:00.0010000","8"
10,"barrier (48F6F5)","00:00:00.0010000","7"
11,"u3 (290AEA2)","00:00:00.0010000","6"
12,"u3 (31623B7)","00:00:00.0010000","6"
13,"u3 (3C74176)","00:00:00.0010000","5"
14,"barrier (2014D26)","00:00:00.0010000","4"
15,"measurement (20BB659)","00:00:00.0030000","3"
