"Operation Index","Operation Name","Latency","Priority"
0,"h (25BB5FF)","00:00:00.0010000","13"
1,"cx (13965FA)","00:00:00.0020000","12"
2,"cx (30495D1)","00:00:00.0020000","10"
3,"h (329445B)","00:00:00.0010000","8"
4,"measurement (73673B)","00:00:00.0030000","7"
5,"measurement (EA119)","00:00:00.0030000","5"
6,"if 1 then x (83A9E6)","00:00:00.0020000","4"
7,"if 1 then z (A0F91B)","00:00:00.0020000","2"
