"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2D122AC)","00:00:00.0010000","15"
1,"u3 (15A3810)","00:00:00.0010000","17"
2,"cx (2BF895)","00:00:00.0020000","16"
3,"barrier (18BBD45)","00:00:00.0010000","14"
4,"cx (1E9A76F)","00:00:00.0020000","13"
5,"u3 (136E2EE)","00:00:00.0010000","11"
6,"measurement (2EDFA62)","00:00:00.0030000","10"
7,"measurement (25DCD74)","00:00:00.0030000","8"
8,"if 1 then u3 (14C3915)","00:00:00.0020000","7"
9,"if 1 then u3 (3AE01BE)","00:00:00.0020000","5"
10,"measurement (11E0FB0)","00:00:00.0030000","3"
