"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13"
"0","q0::h (4DF856)","q0::cx (AB933B)","q0::u1 (2082D14)","q0::cx (24995BC)","q0::u1 (9643A3)","q0::cx (38B66DB)","q0::u1 (3E69DB5)","q0::cx (31B8B63)",,,,,"q0::u1 (3F7E67C)"
"1","q1::u1 (2BDBB06)","q1::cx* (AB933B)",,"q1::cx* (24995BC)",,,,,"q1::h (3B71A63)","q1::cx (EF5984)","q1::u1 (6A25A8)","q1::cx (3BB52ED)","q1::u1 (195EA5D)"
"2",,,,,"q2::u1 (14860C3)","q2::cx* (38B66DB)",,"q2::cx* (31B8B63)","q2::u1 (16FED80)","q2::cx* (EF5984)",,"q2::cx* (3BB52ED)","q2::h (2453D47)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
"10"
"11"
"12"
"13"
"14"
"15"
"16"
"17"
"18"
"19"
"20"
"21"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32"
