Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
1.0,8,8,8,2,8,8,8,8,2,
1.1,2,2,2,2,2,2,2,2,2,
1.2,2,2,2,2,2,2,2,2,2,
1.3,2,2,2,2,2,2,2,2,2,
1.4,2,2,2,2,2,2,2,2,2,
1.5,0,0,0,0,0,0,0,0,0,
1.6,0,0,0,0,0,0,0,0,0,
1.7,1,1,1,1,1,1,1,1,1,
1.8,0,0,0,0,0,0,0,0,0,
1.9,39,21,21,3,21,21,39,21,21,
1.10,18,18,18,6,18,18,18,18,6,
1.11,28,34,34,4,34,34,28,34,16,
1.12,18,18,18,6,18,18,18,18,6,
1.13,48,54,54,12,54,54,48,54,30,
1.14,80,74,74,20,74,74,80,74,50,
1.15,75,75,75,33,75,75,75,75,33,
1.16,40,52,52,16,52,52,40,52,16,
1.17,174,174,174,36,174,174,174,174,36,
1.18,,,,68,,,,,,
1.19,19,19,19,7,19,19,19,19,7,
1.20,,,,137,,,,,,
1.21,1,1,1,1,1,1,1,1,1,
1.22,6,6,6,6,6,6,6,6,6,
1.23,6,6,6,6,6,6,6,6,6,
1.24,30,30,30,30,30,30,30,30,30,
1.25,2,2,2,2,2,2,2,2,2,
1.26,108,96,96,42,96,96,108,96,66,
1.27,69,57,57,9,57,57,69,57,27,
1.28,22,22,22,10,22,22,22,22,10,
1.29,127,91,91,31,91,91,127,91,67,
1.30,84,114,114,42,114,114,84,114,42,
1.31,48,60,60,18,60,60,48,60,36,
1.32,0,0,0,0,0,0,0,0,0,0
1.33,7,7,7,7,7,7,7,7,7,
1.34,4,4,4,4,4,4,4,4,4,
1.35,4,4,4,4,4,4,4,4,4,
1.36,27,27,27,9,27,27,27,27,9,
1.37,15,15,15,3,15,15,15,15,3,
1.38,,,,14436,,,,,,
