Circuit Id,Generic Linear 5 Qubit Machine,Burlington,Essex,Simulator,London,Ourense,Rome,Vigo,Yorktown,Armonk
1.0,800,800,800,200,800,800,800,800,200,
1.1,200,200,200,200,200,200,200,200,200,
1.2,200,200,200,200,200,200,200,200,200,
1.3,200,200,200,200,200,200,200,200,200,
1.4,200,200,200,200,200,200,200,200,200,
1.5,0,0,0,0,0,0,0,0,0,
1.6,0,0,0,0,0,0,0,0,0,
1.7,100,100,100,100,100,100,100,100,100,
1.8,0,0,0,0,0,0,0,0,0,
1.9,3900,2100,2100,300,2100,2100,3900,2100,2100,
1.10,1800,1800,1800,600,1800,1800,1800,1800,600,
1.11,2800,3400,3400,400,3400,3400,2800,3400,1600,
1.12,1800,1800,1800,600,1800,1800,1800,1800,600,
1.13,4800,5400,5400,1200,5400,5400,4800,5400,3000,
1.14,8000,7400,7400,2000,7400,7400,8000,7400,5000,
1.15,7500,7500,7500,3300,7500,7500,7500,7500,3300,
1.16,4000,5200,5200,1600,5200,5200,4000,5200,1600,
1.17,17400,17400,17400,3600,17400,17400,17400,17400,3600,
1.18,,,,6800,,,,,,
1.19,1900,1900,1900,700,1900,1900,1900,1900,700,
1.20,,,,13700,,,,,,
1.21,100,100,100,100,100,100,100,100,100,
1.22,600,600,600,600,600,600,600,600,600,
1.23,600,600,600,600,600,600,600,600,600,
1.24,3000,3000,3000,3000,3000,3000,3000,3000,3000,
1.25,200,200,200,200,200,200,200,200,200,
1.26,10800,9600,9600,4200,9600,9600,10800,9600,6600,
1.27,6900,5700,5700,900,5700,5700,6900,5700,2700,
1.28,2200,2200,2200,1000,2200,2200,2200,2200,1000,
1.29,12700,9100,9100,3100,9100,9100,12700,9100,6700,
1.30,8400,11400,11400,4200,11400,11400,8400,11400,4200,
1.31,4800,6000,6000,1800,6000,6000,4800,6000,3600,
1.32,0,0,0,0,0,0,0,0,0,0
1.33,700,700,700,700,700,700,700,700,700,
1.34,400,400,400,400,400,400,400,400,400,
1.35,400,400,400,400,400,400,400,400,400,
1.36,2700,2700,2700,900,2700,2700,2700,2700,900,
1.37,1500,1500,1500,300,1500,1500,1500,1500,300,
1.38,,,,1443600,,,,,,
