Circuit Id, Event Count
1.0,800
1.1,700
1.2,700
1.3,700
1.4,800
1.5,700
1.6,500
1.7,600
1.8,600
1.9,1800
1.10,1600
1.11,1200
1.12,1800
1.13,3400
1.14,5500
1.15,12900
1.16,4400
1.17,12600
1.18,14400
1.19,3300
1.20,28600
1.21,600
1.22,2100
1.23,1600
1.24,8600
1.25,1100
1.26,10200
1.27,1100
1.28,1900
1.29,7200
1.30,10800
1.31,3800
1.32,400
1.33,1600
1.34,1100
1.35,1200
1.36,3300
1.37,1300
1.38,3496100
