Circuit Id, Event Count
1.0, 8
1.1, 7
1.2, 7
1.3, 7
1.4, 8
1.5, 7
1.6, 5
1.7, 6
1.8, 6
1.9, 18
1.10, 14
1.11, 12
1.12, 18
1.13, 34
1.14, 55
1.15, 34961
1.16, 129
1.17, 44
1.18, 126
1.19, 144
1.20, 33
1.21, 286
1.22, 6
1.23, 21
1.24, 16
1.25, 86
1.26, 11
1.27, 102
1.28, 11
1.29, 19
1.30, 72
1.31, 108
1.32, 38
1.33, 4
1.34, 16
1.35, 11
1.36, 12
1.37, 33
1.38, 13
