Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.1715049, 00:00:00.0257754, 00:00:00.0145685
1.1, 1.1 Superdense coding of 0, 00:00:00.0528172, 00:00:00.0051684, 00:00:00.0047644
1.2, 1.2 Superdense coding of 1, 00:00:00.0693767, 00:00:00.0035335, 00:00:00.0065842
1.3, 1.3 Superdense coding of 2, 00:00:00.0459793, 00:00:00.0052848, 00:00:00.0040693
1.4, 1.4 Superdense coding of 3, 00:00:00.0546828, 00:00:00.0038159, 00:00:00.0050865
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0474401, 00:00:00.0027344, 00:00:00.0044704
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0596890, 00:00:00.0032007, 00:00:00.0056487
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0464341, 00:00:00.0033220, 00:00:00.0043111
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0903014, 00:00:00.0026247, 00:00:00.0087659
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0593130, 00:00:00.0085247, 00:00:00.0050786
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0057521, 00:00:00.0049959, 00:00:00.0000755
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0042146, 00:00:00.0035638, 00:00:00.0000650
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0047866, 00:00:00.0041067, 00:00:00.0000679
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0043453, 00:00:00.0036974, 00:00:00.0000647
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:00.0155281, 00:00:00.0147975, 00:00:00.0000727
1.15, 1.15 Shors Quantum Kernel, 00:00:01.0060936, 00:00:01.0053768, 00:00:00.0000711
1.16, 1.16 Gover's search with 9 items, 00:00:00.0092294, 00:00:00.0083447, 00:00:00.0000875
1.17, 1.17 Quantum Approximate Optimization MaxCut, 00:00:00.0067441, 00:00:00.0058648, 00:00:00.0000870
1.18, 1.18 011_3_qubit_grover_50_, 00:00:00.0100108, 00:00:00.0094499, 00:00:00.0000551
1.19, 1.19 adder, 00:00:00.0090521, 00:00:00.0082744, 00:00:00.0000776
1.20, 1.20 bernstein-vazirani, 00:00:00.0049801, 00:00:00.0041470, 00:00:00.0000831
1.21, 1.21 bigadder, 00:00:00.0143925, 00:00:00.0135734, 00:00:00.0000817
1.22, 1.22 Deutsch_Algorithm, 00:00:00.0041726, 00:00:00.0032431, 00:00:00.0000927
1.23, 1.23 inverseqft1, 00:00:00.0055660, 00:00:00.0046953, 00:00:00.0000869
1.24, 1.24 inverseqft2, 00:00:00.0050093, 00:00:00.0041274, 00:00:00.0000880
1.25, 1.25 ipea_3_pi_8, 00:00:00.0097661, 00:00:00.0087725, 00:00:00.0000992
1.26, 1.26 iswap, 00:00:00.0035021, 00:00:00.0028234, 00:00:00.0000677
1.27, 1.27 pea_3_pi_8, 00:00:00.0089129, 00:00:00.0081758, 00:00:00.0000735
1.28, 1.28 qec, 00:00:00.0044424, 00:00:00.0034672, 00:00:00.0000972
1.29, 1.29 qe_qft_3, 00:00:00.0039631, 00:00:00.0032702, 00:00:00.0000691
1.30, 1.30 qe_qft_4, 00:00:00.0069393, 00:00:00.0061357, 00:00:00.0000802
1.31, 1.31 qe_qft_5, 00:00:00.0082366, 00:00:00.0074837, 00:00:00.0000751
1.32, 1.32 qft, 00:00:00.0058866, 00:00:00.0052245, 00:00:00.0000660
1.33, 1.33 qpt, 00:00:00.0045365, 00:00:00.0039940, 00:00:00.0000540
1.34, 1.34 rb, 00:00:00.0038372, 00:00:00.0030327, 00:00:00.0000803
1.35, 1.35 teleport, 00:00:00.0045028, 00:00:00.0037393, 00:00:00.0000762
1.36, 1.36 teleportv2, 00:00:00.0037199, 00:00:00.0031665, 00:00:00.0000552
1.37, 1.37 W-state, 00:00:00.0044917, 00:00:00.0039505, 00:00:00.0000540
1.38, 1.38 W3test, 00:00:00.0035554, 00:00:00.0027421, 00:00:00.0000810
