"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34"
"0","q0::h (14EA886)","q0::cx (1E35270)","q0::u1 (FDE5F2)","q0::cx (ED1586)","q0::u1 (55C1BE)","q0::cx (3224D42)","q0::u1 (34B759)","q0::cx (1DA7227)","q0::u1 (AE0365)","q0::swap (3396E29)","q2::cx (30F133E)","q2::u1 (387AD33)","q2::cx (3C516CB)","q2::u1 (1EDCD29)","q2::swap (104DF77)","q3::cx (3DEA20)","q3::u1 (22D3B23)","q3::cx (397143F)",,,,,,,,,,,,,,,,"q3::u1 (4FB63E)"
"1","q1::u1 (3C3ECB7)","q1::cx* (1E35270)",,"q1::cx* (ED1586)",,,,,"q1::h (2CD682F)",,"q1::cx (2FDF718)","q1::u1 (2EDAFD9)","q1::cx (25B2EA1)","q1::u1 (134A3A9)",,"q1::cx (1A7C885)","q1::u1 (2E60CB4)","q1::cx (2167256)","q1::u1 (2CA050E)","q1::swap (12BDB30)","q2::cx (1EB99A9)","q2::u1 (14866F6)","q2::cx (38B9EAD)",,"q2::swap (28AB4B7)",,,,,,,,,"q0::u1 (3E89415)"
"2",,,,,"q2::u1 (303CFB2)","q2::cx* (3224D42)",,"q2::cx* (1DA7227)","q2::u1 (138A9AD)","q2::swap (3396E29)","q0::cx* (2FDF718)",,"q0::cx* (25B2EA1)",,,,,,"q0::h (32D34C0)",,"q0::cx (14DB10D)","q0::u1 (3BB3978)","q0::cx (195053A)","q0::u1 (23D2F0C)","q0::swap (28AB4B7)","q2::cx (15BE2ED)","q2::u1 (3AFA55)","q2::cx (212CD02)",,"q2::swap (2E05A74)",,,,"q4::u1 (2A93513)"
"3",,,,,,,,,"q3::u1 (21E1E95)",,"q3::cx* (30F133E)",,"q3::cx* (3C516CB)","q3::u1 (2D9C0F2)","q3::swap (104DF77)","q2::cx* (1A7C885)",,"q2::cx* (2167256)","q2::u1 (96DAC8)","q2::swap (12BDB30)","q1::cx* (14DB10D)",,"q1::cx* (195053A)",,,,,,"q1::h (3F2DDB3)",,"q1::cx (3D825EA)","q1::u1 (299553A)","q1::cx (363FF0C)","q1::u1 (283F772)"
"4",,,,,,,,,,,,,,"q4::u1 (15C3675)",,"q4::cx* (3DEA20)",,"q4::cx* (397143F)","q4::u1 (11A2D84)",,"q4::cx* (1EB99A9)",,"q4::cx* (38B9EAD)","q4::u1 (26A76F)",,"q4::cx* (15BE2ED)",,"q4::cx* (212CD02)","q4::u1 (389CB52)","q4::swap (2E05A74)","q2::cx* (3D825EA)",,"q2::cx* (363FF0C)","q2::h (2A3B303)"
"5"
