"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34","Priority 35","Priority 36","Priority 37","Priority 38","Priority 39","Priority 40","Priority 41","Priority 42","Priority 43","Priority 44","Priority 45","Priority 46","Priority 47","Priority 48","Priority 49","Priority 50","Priority 51","Priority 52","Priority 53","Priority 54","Priority 55","Priority 56","Priority 57","Priority 58","Priority 59","Priority 60","Priority 61","Priority 62","Priority 63","Priority 64","Priority 65","Priority 66","Priority 67","Priority 68","Priority 69","Priority 70","Priority 71","Priority 72","Priority 73","Priority 74","Priority 75","Priority 76","Priority 77","Priority 78","Priority 79","Priority 80","Priority 81","Priority 82","Priority 83","Priority 84","Priority 85","Priority 86","Priority 87","Priority 88","Priority 89","Priority 90","Priority 91","Priority 92","Priority 93","Priority 94","Priority 95","Priority 96","Priority 97","Priority 98","Priority 99","Priority 100","Priority 101","Priority 102","Priority 103","Priority 104","Priority 105","Priority 106","Priority 107","Priority 108","Priority 109"
"0",,,,"q0::u3 (21A0307)","q0::u3 (129F56)","q0::swap (2A6FA61)","q1::cx* (3734C77)",,"q1::swap (3DECD6C)",,,"q0::swap (2D538D3)","q1::cx* (1FAC983)",,"q1::swap (17EFF6D)",,,,,,"q0::swap (176FADD)","q1::cx* (6D7068)","q1::u3 (3D8F3A9)","q1::cx* (CDDC42)",,,,,"q1::swap (12ED1CB)","q0::u3 (33CBE55)","q0::u3 (3FA025E)","q0::u3 (2F0BFC6)","q0::swap (2A56028)","q1::cx* (13B325D)",,"q1::swap (3D0616D)",,,"q0::swap (2536CDC)","q1::cx* (225CABF)",,"q1::swap (EED3BC)",,,,,,"q0::swap (65719F)","q1::cx* (30067C2)","q1::u3 (303A5D3)","q1::cx* (1633843)",,,,,"q1::swap (390FE9F)","q0::u3 (7CFA5F)","q0::u3 (3E4FA66)","q0::u3 (30D0ED3)","q0::swap (18F39C)","q1::cx* (2F07893)",,"q1::swap (E0907F)",,,"q0::swap (3E51479)","q1::cx* (1023B1C)",,"q1::swap (30DB843)",,,,,,"q0::swap (37B7A5E)","q1::cx* (135BE04)","q1::u3 (2E3AE2B)","q1::cx* (25AF8FD)",,,,,"q1::swap (3574D54)","q0::u3 (132C0E6)","q0::u3 (1874EF7)","q0::u3 (24FDE93)","q0::swap (211B7F4)","q1::cx* (B2E0F2)",,"q1::swap (29F7799)",,,"q0::swap (39B3462)","q1::cx* (771B72)",,"q1::swap (74D77A)",,,,,,"q0::swap (1B9351)","q1::cx* (2DBB587)","q1::u3 (1B961C7)","q1::cx* (E76FC7)",,"q1::u3 (22EE00)","q1::u3 (377C068)","q1::measurement (2E9A1)"
"1","q1::u3 (2EA1B40)","q1::u3 (A79A0E)","q1::cx* (107BE92)",,,"q1::swap (2A6FA61)",,,"q0::swap (3DECD6C)","q1::cx* (37B31E5)",,"q1::swap (2D538D3)",,"q0::u3 (1D1159B)","q0::swap (17EFF6D)","q1::cx* (327D645)","q1::u3 (668870)","q1::cx* (712B8F)","q1::u3 (3FA880E)","q1::cx* (2450C7D)","q1::swap (176FADD)",,,,"q0::u3 (2A090F1)","q0::u3 (122B104)","q0::u3 (3CA1554)","q0::u3 (276BDFD)","q0::swap (12ED1CB)","q1::cx* (3921D10)",,,"q1::swap (2A56028)",,,"q0::swap (3D0616D)","q1::cx* (3BAEF8A)",,"q1::swap (2536CDC)",,"q0::u3 (35420BD)","q0::swap (EED3BC)","q1::cx* (19E5BD2)","q1::u3 (2913A63)","q1::cx* (3F379A2)","q1::u3 (38F46BA)","q1::cx* (5560DC)","q1::swap (65719F)",,,,"q0::u3 (320D472)","q0::u3 (64CD5C)","q0::u3 (30CCD9D)","q0::u3 (375856C)","q0::swap (390FE9F)","q1::cx* (2F3737)",,,"q1::swap (18F39C)",,,"q0::swap (E0907F)","q1::cx* (21626A7)",,"q1::swap (3E51479)",,"q0::u3 (1141402)","q0::swap (30DB843)","q1::cx* (35A54EB)","q1::u3 (22CFC48)","q1::cx* (3BD2CE)","q1::u3 (21A6942)","q1::cx* (25B4E00)","q1::swap (37B7A5E)",,,,"q0::u3 (2011F84)","q0::u3 (2C8C816)","q0::u3 (1C1C6B2)","q0::u3 (CED333)","q0::swap (3574D54)","q1::cx* (170D35E)",,,"q1::swap (211B7F4)",,,"q0::swap (29F7799)","q1::cx* (992C95)",,"q1::swap (39B3462)",,"q0::u3 (2FF705)","q0::swap (74D77A)","q1::cx* (32D28A9)","q1::u3 (966DF4)","q1::cx* (398CA6A)","q1::u3 (5F1DBF)","q1::cx* (2186980)","q1::swap (1B9351)",,,,"q0::u3 (3846FFF)","q0::u3 (13A5E07)","q0::u3 (335C3AC)","q0::measurement (1A36AB)"
"2","q2::u3 (23AF542)","q2::u3 (1E46A82)","q2::cx (107BE92)",,"q2::u3 (145B329)",,"q2::cx (3734C77)","q2::u3 (30DB035)",,"q2::cx (37B31E5)","q2::u3 (354C10E)",,"q2::cx (1FAC983)","q2::u3 (59C279)",,"q2::cx (327D645)","q2::u3 (39ACBF3)","q2::cx (712B8F)","q2::u3 (3CEC87F)","q2::cx (2450C7D)",,"q2::cx (6D7068)","q2::u3 (3A51879)","q2::cx (CDDC42)",,"q2::u3 (2383926)","q2::u3 (21ABFF9)","q2::u3 (22CADE5)",,"q2::cx (3921D10)",,"q2::u3 (230598)",,"q2::cx (13B325D)","q2::u3 (314C548)",,"q2::cx (3BAEF8A)","q2::u3 (1926BDC)",,"q2::cx (225CABF)","q2::u3 (1F526A5)",,"q2::cx (19E5BD2)","q2::u3 (31B0D83)","q2::cx (3F379A2)","q2::u3 (97C8A)","q2::cx (5560DC)",,"q2::cx (30067C2)","q2::u3 (277807)","q2::cx (1633843)",,"q2::u3 (38B3844)","q2::u3 (3733A89)","q2::u3 (321B0CD)",,"q2::cx (2F3737)",,"q2::u3 (1A8F0F3)",,"q2::cx (2F07893)","q2::u3 (2743D2F)",,"q2::cx (21626A7)","q2::u3 (2C75BE6)",,"q2::cx (1023B1C)","q2::u3 (1B4B41A)",,"q2::cx (35A54EB)","q2::u3 (394DE88)","q2::cx (3BD2CE)","q2::u3 (2EDB355)","q2::cx (25B4E00)",,"q2::cx (135BE04)","q2::u3 (20A1BAA)","q2::cx (25AF8FD)",,"q2::u3 (10F08C6)","q2::u3 (3CFFC49)","q2::u3 (3456CD1)",,"q2::cx (170D35E)",,"q2::u3 (F76E53)",,"q2::cx (B2E0F2)","q2::u3 (249E882)",,"q2::cx (992C95)","q2::u3 (1629145)",,"q2::cx (771B72)","q2::u3 (1AFAF2F)",,"q2::cx (32D28A9)","q2::u3 (149DD9A)","q2::cx (398CA6A)","q2::u3 (3580BB8)","q2::cx (2186980)",,"q2::cx (2DBB587)","q2::u3 (3A7EFF9)","q2::cx (E76FC7)",,"q2::u3 (30D4E44)","q2::u3 (E3E111)","q2::measurement (EBEC0A)"
"3"
"4"
"5"
