"Operation Index","Operation Name","Latency","Priority"
0,"h (2CEA0CA)","00:00:00.0010000","13"
1,"cx (143A722)","00:00:00.0020000","12"
2,"cx (360E033)","00:00:00.0020000","10"
3,"h (267E1D0)","00:00:00.0010000","8"
4,"measurement (1A6F050)","00:00:00.0030000","7"
5,"measurement (2DE72D6)","00:00:00.0030000","5"
6,"if 1 then x (1D2098A)","00:00:00.0020000","4"
7,"if 1 then z (6255DD)","00:00:00.0020000","2"
