Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:01.5624682, 00:00:01.4782080, 00:00:00.0082490
1.1, 1.1 Superdense coding of 0, 00:00:10.4605830, 00:00:10.3930878, 00:00:00.0065567
1.2, 1.2 Superdense coding of 1, 00:00:11.0310298, 00:00:10.9647598, 00:00:00.0063653
1.3, 1.3 Superdense coding of 2, 00:00:11.8140877, 00:00:11.7550768, 00:00:00.0055643
1.4, 1.4 Superdense coding of 3, 00:00:13.6008813, 00:00:13.5391279, 00:00:00.0059826
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:12.4165254, 00:00:12.4015500, 00:00:00.0012907
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:10.1538519, 00:00:10.1303496, 00:00:00.0022119
1.7, 1.7 Deutsch Algorithm Identity, 00:00:10.7018879, 00:00:10.6463208, 00:00:00.0053083
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:12.5257562, 00:00:12.5022372, 00:00:00.0021068
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:01.2011586, 00:00:01.1413910, 00:00:00.0057542
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:01.7947166, 00:00:01.7282017, 00:00:00.0063998
1.11, 1.11 Simons Algorithm for 11, 00:00:02.3388552, 00:00:02.3223521, 00:00:00.0015642
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:03.8005838, 00:00:03.7383240, 00:00:00.0059635
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:01.4715083, 00:00:01.3813817, 00:00:00.0088337
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:01.4597699, 00:00:01.2006230, 00:00:00.0256798
1.15, 1.15 Gover's search with 9 items, 00:48:32.5887746, 00:00:02.9203146, 00:04:50.9667113
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:03.1385136, 00:00:03.0106455, 00:00:00.0126367
1.17, 1.17 011_3_qubit_grover_50_, 01:18:57.8834848, 00:00:03.5190083, 00:07:53.4362072
1.18, 1.18 adder, 02:28:32.4527778, 00:00:01.2708831, 00:14:51.1179717
1.19, 1.19 bernstein-vazirani, 00:00:02.6726840, 00:00:02.6504811, 00:00:00.0020285
