"Operation Index","Operation Name","Latency","Priority"
0,"u3 (2392498)","00:00:00.0010000","14"
1,"u3 (2495F)","00:00:00.0010000","10"
2,"cx (14945C)","00:00:00.0020000","13"
3,"u3 (B93740)","00:00:00.0010000","11"
4,"u3 (282F144)","00:00:00.0010000","10"
5,"cx (29A7B69)","00:00:00.0020000","9"
6,"u3 (36E56B9)","00:00:00.0010000","7"
7,"u3 (2E10C83)","00:00:00.0010000","6"
8,"u3 (1E970A2)","00:00:00.0010000","6"
9,"cx (134F5B6)","00:00:00.0020000","5"
10,"measurement (2DCA368)","00:00:00.0030000","3"
11,"measurement (1C1BEA9)","00:00:00.0030000","3"
12,"measurement (3CFB3F2)","00:00:00.0030000","3"
