"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21"
"0","q0::u3 (3CE1B4)","q0::barrier (223EF57)","q0::u3 (3436A13)","q0::measurement (15EBAB2)"
"1","q1::u3 (3CE1B4)","q1::barrier (223EF57)",,,"q1::if 1 then u3 (549043)","q1::u3 (2F91261)","q1::measurement (2C1A56C)"
"2","q2::u3 (3CE1B4)","q2::barrier (223EF57)",,,,,,"q2::if 1 then u3 (CED0CD)","q2::if 2 then u3 (3455735)","q2::if 3 then u3 (17010DD)","q2::u3 (F097C6)","q2::measurement (7555F9)"
"3","q3::u3 (3CE1B4)","q3::barrier (223EF57)",,,,,,,,,,,"q3::if 1 then u3 (2005C8)","q3::if 2 then u3 (120340A)","q3::if 3 then u3 (221D462)","q3::if 4 then u3 (3307778)","q3::if 5 then u3 (B4333D)","q3::if 6 then u3 (255CD2A)","q3::if 7 then u3 (1043681)","q3::u3 (125EA89)","q3::measurement (2553ED4)"
"4"
"5"
