Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
2.0, 2.0 Quantum Teleportation, 0.1308592, 0.0134629, 0.0116066
2.1, 2.1 Superdense coding of 0, 0.0621975, 0.0010299, 0.0060425
2.2, 2.2 Superdense coding of 1, 0.0645904, 0.0009955, 0.0062995
2.3, 2.3 Superdense coding of 2, 0.0629109, 0.0010224, 0.0061359
2.4, 2.4 Superdense coding of 3, 0.0985643, 0.0009873, 0.0097081
2.5, 2.5 Deutsch Algorithm Constant True, 0.0678772, 0.001148, 0.0065862
2.6, 2.6 Deutsch Algorithm Constant False, 0.0728886, 0.0012717, 0.0071112
2.7, 2.7 Deutsch Algorithm Identity, 0.0601287, 0.0011302, 0.0058535
2.8, 2.8 Deutsch Algorithm Inversion, 0.0597425, 0.0009091, 0.0058267
2.9, 2.9 Deutsch-Josza with 3 qubits, 0.0816089, 0.0014015, 0.0079638
2.10, 2.10 Bernstein Vazrani for value 3 with 3 qubits, 0.0631055, 0.0014625, 0.006107
2.11, 2.11 Simons Algorithm for 11, 0.0641827, 0.0011769, 0.0062477
2.12, 2.12 3 Qubit Quantum Fourier Transform, 0.0650458, 0.0011896, 0.0063026
2.13, 2.13 4 Qubit Quantum Fourier Transform, 0.0667012, 0.0014419, 0.0064742
2.14, 2.14 5 Qubit Quantum Fourier Transform, 0.0762571, 0.0026331, 0.0073176
2.15, 2.15 Gover's search with 9 items, 0.0887412, 0.002359, 0.0085783
2.16, 2.16 Quantum Approximate Optimization MaxCut, 0.0695409, 0.001405, 0.0067633
2.17, 2.17 011_3_qubit_grover_50_, 0.0931659, 0.0029495, 0.0089491
2.18, 2.18 adder, 0.0612274, 0.0025558, 0.0058079
2.19, 2.19 bernstein-vazirani, 0.0706059, 0.0011915, 0.0068899
2.20, 2.20 bigadder, 0.0658307, 0.0040892, 0.0061157
2.21, 2.21 Deutsch_Algorithm, 0.0608776, 0.0008752, 0.0059456
2.22, 2.22 inverseqft1, 0.0723227, 0.0013243, 0.0070316
2.23, 2.23 inverseqft2, 0.0652537, 0.001167, 0.006347
2.24, 2.24 ipea_3_pi_8, 0.0776182, 0.0022898, 0.00747
2.25, 2.25 iswap, 0.0641243, 0.000983, 0.006251
2.26, 2.26 pea_3_pi_8, 0.0842301, 0.0023009, 0.0081472
2.27, 2.27 qec, 0.0645126, 0.0013304, 0.0062851
2.28, 2.28 qe_qft_3, 0.0656302, 0.0013705, 0.0063683
2.29, 2.29 qe_qft_4, 0.0783521, 0.0017756, 0.0075843
2.30, 2.30 qe_qft_5, 0.0844774, 0.0020467, 0.0081882
2.31, 2.31 qft, 0.0728129, 0.0013561, 0.0070936
2.32, 2.32 qpt, 0.0668784, 0.0008258, 0.006537
2.33, 2.33 rb, 0.0622613, 0.0010437, 0.0060609
2.34, 2.34 teleport, 0.0618495, 0.0009848, 0.0060374
2.35, 2.35 teleportv2, 0.0655889, 0.001109, 0.0063694
2.36, 2.36 W-state, 0.0653201, 0.0012686, 0.0063394
2.37, 2.37 W3test, 0.064221, 0.0009659, 0.0062646
2.38, 2.38 Shors Quantum Kernel, 23.5123971, 0.3145664, 2.3196704
