Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:11.6669445, 00:00:11.5561137, 00:00:00.0105735
1.1, 1.1 Superdense coding of 0, 00:01:16.6188305, 00:01:16.5935989, 00:00:00.0023538
1.2, 1.2 Superdense coding of 1, 00:01:11.2815945, 00:01:11.2548111, 00:00:00.0024190
1.3, 1.3 Superdense coding of 2, 00:01:14.2334815, 00:01:14.2106866, 00:00:00.0019099
1.4, 1.4 Superdense coding of 3, 00:01:12.1912216, 00:01:12.1347836, 00:00:00.0054145
1.5, 1.5 Deutsch Algorithm Constant True, 00:01:13.6634835, 00:01:13.6381743, 00:00:00.0023646
1.6, 1.6 Deutsch Algorithm Constant False, 00:01:16.2836534, 00:01:16.2520703, 00:00:00.0030372
1.7, 1.7 Deutsch Algorithm Identity, 00:01:12.4062201, 00:01:12.3931173, 00:00:00.0011854
1.8, 1.8 Deutsch Algorithm Inversion, 00:01:18.5922669, 00:01:18.5601216, 00:00:00.0031012
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:10.6460164, 00:00:10.5878902, 00:00:00.0055842
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:08.6897651, 00:00:08.6306167, 00:00:00.0057710
1.11, 1.11 Simons Algorithm for 11, 00:00:09.0406423, 00:00:08.9800033, 00:00:00.0058362
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:17.6949506, 00:00:17.6394285, 00:00:00.0053280
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:10.1222919, 00:00:10.0349543, 00:00:00.0085080
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:09.6030192, 00:00:09.3666403, 00:00:00.0234338
1.15, 1.15 Gover's search with 9 items, 00:54:57.6844173, 00:00:25.7021510, 00:05:27.1980135
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:17.8821160, 00:00:17.7154148, 00:00:00.0164477
1.17, 1.17 011_3_qubit_grover_50_, 01:28:26.7180923, 00:00:18.1984400, 00:08:48.8517408
1.18, 1.18 adder, 02:47:18.1259213, 00:00:08.9006907, 00:16:42.9223134
1.19, 1.19 bernstein-vazirani, 00:00:18.1057089, 00:00:18.0778569, 00:00:00.0026387
