Circuit Id, Event Count
3.0, 8
3.1, 7
3.2, 7
3.3, 7
3.4, 8
3.5, 7
3.6, 5
3.7, 6
3.8, 6
3.9, 18
3.10, 16
3.11, 12
3.12, 18
3.13, 34
3.14, 55
3.15, 129
3.16, 44
3.17, 126
3.18, 144
3.19, 33
3.20, 286
3.21, 6
3.22, 21
3.23, 16
3.24, 86
3.25, 11
3.26, 102
3.27, 11
3.28, 19
3.29, 72
3.30, 108
3.31, 38
3.32, 4
3.33, 16
3.34, 11
3.35, 12
3.36, 33
3.37, 13
3.38, 34961
