"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27"
"0","q0::u3 (335EF9A)","q0::barrier (10CFCA)","q0::u3 (974E1F)","q0::cx (3DFB7F7)","q0::u3 (2DD77B4)","q0::cx (1C9355C)","q0::u3 (12E03E)","q0::cx (1C092EB)","q0::u3 (3C52A44)","q0::cx (1EE7C65)","q0::u3 (1625F8F)","q0::swap (24D5384)","q2::cx (13DA72)","q2::u3 (B2AE03)","q2::cx (2481E20)",,"q2::swap (B7EFA8)",,,,,,,,,"q0::u3 (890F20)","q0::measurement (33AFE5E)"
"1",,"q2::barrier (10CFCA)","q2::u3 (151BF1B)","q2::cx* (3DFB7F7)",,"q2::cx* (1C9355C)",,,,,"q2::u3 (A9E235)","q2::swap (24D5384)","q0::cx (203C6B)","q0::u3 (1221FC7)","q0::cx (2331DFF)","q0::u3 (3CC0DFE)","q0::swap (B7EFA8)","q2::cx (35DC95A)","q2::u3 (24C142D)","q2::cx (ACB598)",,"q2::swap (2776CF0)",,,,"q3::u3 (212625C)","q3::measurement (33AFE5E)"
"2","q1::u3 (E56C6B)","q1::barrier (10CFCA)",,,,,"q1::u3 (1F8F3E1)","q1::cx* (1C092EB)",,"q1::cx* (1EE7C65)","q1::u3 (755C0B)",,"q1::cx* (203C6B)",,"q1::cx* (2331DFF)",,,,,,"q1::u3 (22C7DF4)",,"q1::cx (3D11F5C)","q1::u3 (25A1A42)","q1::cx (12AEC55)","q1::u3 (2824EFE)","q1::measurement (33AFE5E)"
"3",,"q3::barrier (10CFCA)",,,,,,,,,"q3::u3 (3906D9A)",,"q3::cx* (13DA72)",,"q3::cx* (2481E20)","q3::u3 (D18826)",,"q3::cx* (35DC95A)",,"q3::cx* (ACB598)","q3::u3 (2A57543)","q3::swap (2776CF0)","q2::cx* (3D11F5C)",,"q2::cx* (12AEC55)","q2::u3 (294C6EE)","q2::measurement (33AFE5E)"
"4"
"5"
