"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8","Priority 9","Priority 10","Priority 11","Priority 12","Priority 13","Priority 14","Priority 15","Priority 16","Priority 17","Priority 18","Priority 19","Priority 20","Priority 21","Priority 22","Priority 23","Priority 24","Priority 25","Priority 26","Priority 27","Priority 28","Priority 29","Priority 30","Priority 31","Priority 32","Priority 33","Priority 34"
"0","q0::h (2EDDEE9)","q0::cx (1438807)","q0::u1 (35FC844)","q0::cx (25E0A69)","q0::u1 (14E5DB8)","q0::cx (1CBA73B)","q0::u1 (28E11B)","q0::cx (16FE9F8)","q0::u1 (EF39BB)","q0::swap (10A9D30)","q2::cx (3B1443F)","q2::u1 (13B663A)","q2::cx (3169810)","q2::u1 (3CB5890)","q2::swap (15F86B4)","q3::cx (35705BE)","q3::u1 (20F33B6)","q3::cx (288D16D)",,,,,,,,,,,,,,,,"q3::u1 (2CF5CDD)"
"1","q1::u1 (25CD639)","q1::cx* (1438807)",,"q1::cx* (25E0A69)",,,,,"q1::h (14A43C5)",,"q1::cx (7F716D)","q1::u1 (7AFCD6)","q1::cx (52E38D)","q1::u1 (2E9FFFA)",,"q1::cx (9FE42)","q1::u1 (59F057)","q1::cx (3297317)","q1::u1 (750BD1)","q1::swap (5BBC5B)","q2::cx (108BD64)","q2::u1 (14EA886)","q2::cx (3C3ECB7)",,"q2::swap (3399F34)",,,,,,,,,"q0::u1 (1E35270)"
"2",,,,,"q2::u1 (3C14B78)","q2::cx* (1CBA73B)",,"q2::cx* (16FE9F8)","q2::u1 (39C61EF)","q2::swap (10A9D30)","q0::cx* (7F716D)",,"q0::cx* (52E38D)",,,,,,"q0::h (FDE5F2)",,"q0::cx (55C1BE)","q0::u1 (303CFB2)","q0::cx (3224D42)","q0::u1 (34B759)","q0::swap (3399F34)","q2::cx (AE0365)","q2::u1 (21E1E95)","q2::cx (30F133E)",,"q2::swap (10698DA)",,,,"q4::u1 (387AD33)"
"3",,,,,,,,,"q3::u1 (690795)",,"q3::cx* (3B1443F)",,"q3::cx* (3169810)","q3::u1 (239FFCE)","q3::swap (15F86B4)","q2::cx* (9FE42)",,"q2::cx* (3297317)","q2::u1 (ED1586)","q2::swap (5BBC5B)","q1::cx* (55C1BE)",,"q1::cx* (3224D42)",,,,,,"q1::h (3C516CB)",,"q1::cx (15C3675)","q1::u1 (3DEA20)","q1::cx (22D3B23)","q1::u1 (397143F)"
"4",,,,,,,,,,,,,,"q4::u1 (2261D15)",,"q4::cx* (35705BE)",,"q4::cx* (288D16D)","q4::u1 (1D6A60)",,"q4::cx* (108BD64)",,"q4::cx* (3C3ECB7)","q4::u1 (1DA7227)",,"q4::cx* (AE0365)",,"q4::cx* (30F133E)","q4::u1 (1EDCD29)","q4::swap (10698DA)","q2::cx* (15C3675)",,"q2::cx* (22D3B23)","q2::h (4FB63E)"
"5"
