Circuit Id, Circuit Name, Total Experiment Time, Analysis Time, Average Optimization Time
1.0, 1.0 Quantum Teleportation, 00:00:00.0716925, 00:00:00.0146485, 00:00:00.0055996
1.1, 1.1 Superdense coding of 0, 00:00:00.0121482, 00:00:00.0010758, 00:00:00.0010766
1.2, 1.2 Superdense coding of 1, 00:00:00.0119920, 00:00:00.0009347, 00:00:00.0010613
1.3, 1.3 Superdense coding of 2, 00:00:00.0121118, 00:00:00.0009839, 00:00:00.0010604
1.4, 1.4 Superdense coding of 3, 00:00:00.0138256, 00:00:00.0010111, 00:00:00.0012510
1.5, 1.5 Deutsch Algorithm Constant True, 00:00:00.0105151, 00:00:00.0008476, 00:00:00.0009406
1.6, 1.6 Deutsch Algorithm Constant False, 00:00:00.0198751, 00:00:00.0009113, 00:00:00.0018756
1.7, 1.7 Deutsch Algorithm Identity, 00:00:00.0128821, 00:00:00.0009582, 00:00:00.0011578
1.8, 1.8 Deutsch Algorithm Inversion, 00:00:00.0136498, 00:00:00.0008371, 00:00:00.0012388
1.9, 1.9 Deutsch-Josza with 3 qubits, 00:00:00.0175219, 00:00:00.0014149, 00:00:00.0015470
1.10, 1.10 Bernstein Vazrani for value 3 with 3 qubits, 00:00:00.0165235, 00:00:00.0009754, 00:00:00.0015260
1.11, 1.11 Simons Algorithm for 11, 00:00:00.0250484, 00:00:00.0009724, 00:00:00.0023625
1.12, 1.12 3 Qubit Quantum Fourier Transform, 00:00:00.0155002, 00:00:00.0013827, 00:00:00.0013823
1.13, 1.13 4 Qubit Quantum Fourier Transform, 00:00:00.0242671, 00:00:00.0013393, 00:00:00.0022521
1.14, 1.14 5 Qubit Quantum Fourier Transform, 00:00:00.0904548, 00:00:00.0014065, 00:00:00.0088654
1.16, 1.16 Quantum Approximate Optimization MaxCut, 00:00:00.0622776, 00:00:00.0015084, 00:00:00.0060339
1.19, 1.19 bernstein-vazirani, 00:00:00.0259381, 00:00:00.0030032, 00:00:00.0022449
1.21, 1.21 Deutsch_Algorithm, 00:00:00.0162522, 00:00:00.0006817, 00:00:00.0015232
1.22, 1.22 inverseqft1, 00:00:00.0254478, 00:00:00.0012590, 00:00:00.0023836
1.23, 1.23 inverseqft2, 00:00:00.0138782, 00:00:00.0009967, 00:00:00.0012614
1.25, 1.25 iswap, 00:00:00.0115207, 00:00:00.0007114, 00:00:00.0010581
1.27, 1.27 qec, 00:00:00.0157373, 00:00:00.0010233, 00:00:00.0014292
1.28, 1.28 qe_qft_3, 00:00:00.0150503, 00:00:00.0010176, 00:00:00.0013653
1.29, 1.29 qe_qft_4, 00:00:01.3137017, 00:00:00.0020176, 00:00:00.1311143
1.31, 1.31 qft, 00:00:00.0326202, 00:00:00.0035472, 00:00:00.0028476
1.32, 1.32 qpt, 00:00:00.0118750, 00:00:00.0008342, 00:00:00.0010738
1.33, 1.33 rb, 00:00:00.0144971, 00:00:00.0009463, 00:00:00.0013279
1.34, 1.34 teleport, 00:00:00.0155890, 00:00:00.0012153, 00:00:00.0013984
1.35, 1.35 teleportv2, 00:00:00.0162028, 00:00:00.0007919, 00:00:00.0015105
1.36, 1.36 W-state, 00:00:00.0208939, 00:00:00.0009098, 00:00:00.0019686
1.37, 1.37 W3test, 00:00:00.0118400, 00:00:00.0008384, 00:00:00.0010697
