"Qubit Index","Priority 1","Priority 2","Priority 3","Priority 4","Priority 5","Priority 6","Priority 7","Priority 8"
"0",,,"q2::cx* (15A303F)","q2::h (2BB23B)","q2::measurement (189441B)"
"1","q0::h (1FDF3F4)","q0::cx* (1ED9395)","q0::cx (15A303F)",,,"q0::measurement (1D364F7)"
"2",,"q1::cx (1ED9395)",,,,,"q1::if 1 then x (6E8CAF)","q1::if 1 then z (3E2F22E)"
"3"
"4"
"5"
"6"
"7"
"8"
"9"
"10"
"11"
"12"
"13"
"14"
"15"
"16"
"17"
"18"
"19"
"20"
"21"
"22"
"23"
"24"
"25"
"26"
"27"
"28"
"29"
"30"
"31"
"32"
